"id","rock_type","type_0","type_1","type_2","type_3","type_6","type_7","type_8","type_9","angle","cut","fill","processing","density_loose","density_bank"
77,"ANORTHOSITE",0,0,0,0,1,0,0,0,75.9637565320735,"0.9579809360113245","0.84931406195584747","1.9218654000000004",1901,2700
84,"BRECCIA AND METABRECCIA",0,0,0,0,0,1,0,0,45,"0.67953661756143791","0.57418067553595387","1.7087382000000002",1692,2250
79,"BRECCIA, CONGLOMERATE AND SANDSTONE",0,0,0,0,0,1,0,0,45,"0.6898768644526232","0.6059485234413875","1.7087382000000002",1759,2340
37,"CHALK",0,0,0,1,0,0,0,0,69.1932089872888,"0.82169467243902827","0.54832724866506277","1.9218654000000004",1310,1860
3,"CHALK AND SANDSTONE",0,0,0,1,0,0,0,0,69.1932089872888,"0.83999892091109429","0.57160308201077648","1.9218654000000004",1377,1955
83,"CLAY AND LIGNITE",0,0,0.9,0,0,0,0.1,0,45,"0.53345190400186926","0.46213039566781977","1.7087382000000002",1387,1650
51,"CLAY, SILT AND SAND",1,0,0,0,0,0,0,0,29.7448812969422,"0.53345190400186926","0.44915359648434289","1.7087382000000002",1341,1650
12,"CLAY, SILT, SAND AND GRAVEL",1,0,0,0,0,0,0,0,29.7448812969422,"0.58836390400186911","0.44915359648434289","1.7087382000000002",1341,1650
74,"CONGLOMERATE AND [SUBEQUAL/SUBORDINATE] SANDSTONE, INTERBEDDED",0,0,0,0,0,1,0,0,45,"0.64035612961504884","0.5132007395059609","1.7087382000000002",1541,2050
50,"CONGLOMERATE, SANDSTONE, SILTSTONE AND MUDSTONE",0,0,0,0,0,1,0,0,45,"0.6762026417112913","0.56916383068204035","1.7087382000000002",1680,2235
58,"DIAMICTITE",0,0,0,0,0,1,0,0,69.1932089872888,"0.80332891903321824","0.52386519170373724","1.9218654000000004",1232,1750
31,"DOLERITE AND THOLEIITIC BASALT",0,0,0,0,1,0,0,0,63.434948822922,"0.82442545423739944","0.55186461221668948","1.9218654000000004",1320,1875
